ZipCode,AssessTot,LandUse
10027,305550,2
10027,305100,3
10027,301537,2
10027,301050,8
10027,301050,8
10027,301004,2
10027,300600,8
10027,300600,2
10027,298896,2
10027,298572,2
10027,298350,8
10027,297900,5
10027,297900,10
10027,297450,2
10027,296595,2
10027,296595,2
10027,291600,2
10027,289647,2
10027,288450,2
10027,288000,8
10027,287550,2
10027,284400,4
10027,282600,2
10027,281764,4
10027,281700,2
10027,281700,2
10027,280818,4
10027,280324,2
10027,279900,2
10027,278100,2
10027,278100,4
10027,277650,10
10027,274590,2
10027,274500,4
10027,272250,11
10027,271878,4
10027,270562,4
10027,270450,11
10027,269634,2
10027,268650,2
10027,268241,2
10027,268200,2
10027,268200,10
10027,266850,11
10027,265654,2
10027,265500,4
10027,261991,4
10027,261954,4
10027,258750,11
10027,258750,11
10027,258250,2
10027,257400,7
10027,256950,8
10027,256500,6
10027,255150,11
10027,255150,11
10027,253500,2
10027,252900,4
10027,252450,7
10027,252149,2
10027,252000,2
10027,250650,4
10027,250200,11
10027,250200,11
10027,250200,8
10027,250200,11
10027,249750,2
10027,248560,2
10027,247500,2
10027,247500,2
10027,247050,2
10027,246651,2
10027,246020,2
10027,244887,4
10027,244800,8
10027,242161,4
10027,242100,8
10027,242100,11
10027,241650,2
10027,240750,3
10027,238542,2
10027,235350,6
10027,233100,4
10027,232031,2
10027,231472,4
10027,230850,2
10027,229743,3
10027,229050,8
10027,228150,11
10027,227797,4
10027,227250,9
10027,227250,5
10027,226962,2
10027,226800,2
10027,226350,2
10027,225900,8
10027,225614,4
10027,224488,4
10027,224100,2
10027,224100,2
10027,223650,2
10027,223200,2
10027,222826,2
10027,222300,4
10027,221850,2
10027,221130,2
10027,220050,11
10027,220050,2
10027,219945,2
10027,219945,2
10027,219600,2
10027,219150,2
10027,218700,8
10027,218700,2
10027,218411,4
10027,218250,8
10027,217800,2
10027,217800,11
10027,217242,2
10027,214200,2
10027,213709,2
10027,211950,8
10027,211950,2
10027,211500,11
10027,211050,8
10027,210924,4
10027,209700,11
10027,209700,2
10027,209700,10
10027,208350,11
10027,207474,2
10027,207002,2
10027,206100,2
10027,206039,2
10027,205200,11
10027,204300,11
10027,204300,2
10027,203366,2
10027,202950,11
10027,202950,11
10027,202950,11
10027,202672,4
10027,202050,3
10027,201825,2
10027,201600,8
10027,201250,4
10027,201076,4
10027,200955,4
10027,200700,11
10027,200700,8
10027,200700,11
10027,200700,7
10027,200497,4
10027,199764,2
10027,199212,4
10027,198824,4
10027,198000,2
10027,197730,2
10027,196413,2
10027,196200,5
10027,194850,8
10027,194765,2
10027,194435,2
10027,194402,2
10027,193950,11
10027,193120,2
10027,191952,2
10027,191250,11
10027,190691,4
10027,190533,2
10027,190350,2
10027,190350,8
10027,189450,11
10027,189450,2
10027,189000,8
10027,188100,2
10027,187200,2
10027,184950,4
10027,184950,11
10027,184050,7
10027,183600,2
10027,183600,2
10027,183105,4
10027,182700,8
10027,182700,2
10027,182640,2
10027,182449,2
10027,180000,4
10027,179550,11
10027,179550,11
10027,178987,2
10027,178650,8
10027,178650,11
10027,177957,2
10027,177557,2
10027,177300,11
10027,176650,2
10027,176547,4
10027,176400,11
10027,176400,11
10027,175950,2
10027,175701,2
10027,174915,4
10027,174915,2
10027,173250,2
10027,173250,11
10027,172800,8
10027,172780,2
10027,172780,2
10027,171900,1
10027,170476,4
10027,170100,8
10027,169230,2
10027,167850,11
10027,167850,11
10027,167850,11
10027,167850,11
10027,167850,11
10027,167850,11
10027,167850,11
10027,167850,11
10027,167400,2
10027,166500,9
10027,166290,2
10027,165600,5
10027,164700,2
10027,164250,5
10027,163645,2
10027,163350,11
10027,163350,2
10027,163126,2
10027,162450,5
10027,162450,4
10027,162124,2
10027,162000,2
10027,162000,11
10027,162000,9
10027,162000,9
10027,162000,9
10027,161550,11
10027,161550,11
10027,161550,11
10027,161550,2
10027,160650,2
10027,159750,6
10027,158986,4
10027,157657,2
10027,157620,2
10027,157589,2
10027,156969,2
10027,156600,2
10027,155673,2
10027,155250,2
10027,154350,8
10027,153900,2
10027,153000,8
10027,153000,2
10027,152234,1
10027,151920,2
10027,150787,2
10027,150300,2
10027,150300,11
10027,149909,2
10027,149909,2
10027,149850,8
10027,149444,2
10027,149400,2
10027,148297,2
10027,148297,2
10027,148297,4
10027,147150,2
10027,146700,10
10027,146016,2
10027,145945,2
10027,145945,2
10027,145800,11
10027,145685,2
10027,145339,2
10027,145156,2
10027,144803,4
10027,144450,8
10027,144435,2
10027,144000,2
10027,144000,11
10027,143856,2
10027,143550,11
10027,143353,4
10027,143353,2
10027,143353,2
10027,143325,4
10027,142650,2
10027,142028,4
10027,141750,2
10027,141750,2
10027,141750,11
10027,140850,2
10027,140822,2
10027,140637,2
10027,140400,2
10027,140341,2
10027,139827,2
10027,139449,2
10027,139449,2
10027,139230,2
10027,138600,11
10027,138411,2
10027,137228,4
10027,136990,2
10027,136890,4
10027,136800,2
10027,136350,11
10027,136350,11
10027,136350,11
10027,136350,11
10027,136289,2
10027,135900,8
10027,135900,8
10027,135000,8
10027,135000,2
10027,135000,6
10027,135000,6
10027,134914,2
10027,133467,2
10027,133467,2
10027,133213,2
10027,131608,2
10027,131400,11
10027,130950,2
10027,130500,6
10027,130417,2
10027,129812,2
10027,129771,2
10027,129450,2
10027,129150,2
10027,129150,6
10027,128824,2
10027,127970,2
10027,127350,2
10027,127054,2
10027,126989,2
10027,126900,11
10027,126843,2
10027,124881,2
10027,124650,2
10027,124200,2
10027,124072,2
10027,124072,2
10027,123984,1
10027,123909,2
10027,123580,4
10027,123580,2
10027,122768,1
10027,122529,2
10027,122258,2
10027,122179,4
10027,121986,4
10027,121950,11
10027,121680,2
10027,121680,2
10027,121625,2
10027,121050,8
10027,120668,2
10027,120252,2
10027,120150,8
10027,120150,2
10027,118750,2
10027,118638,2
10027,118638,2
10027,118638,4
10027,118638,2
10027,118560,4
10027,118350,8
10027,118350,2
10027,118350,8
10027,117752,2
10027,117450,8
10027,116996,2
10027,116731,2
10027,116357,2
10027,116244,2
10027,116100,10
10027,116100,10
10027,116100,10
10027,115997,2
10027,115782,4
10027,115315,4
10027,115200,8
10027,114750,2
10027,114300,8
10027,113694,2
10027,113620,2
10027,113400,8
10027,113400,11
10027,113193,2
10027,113016,4
10027,112591,4
10027,112563,2
10027,112500,2
10027,112500,8
10027,112500,9
10027,112500,9
10027,112500,9
10027,112500,9
10027,112500,9
10027,112050,8
10027,111880,2
10027,111150,8
10027,110875,2
10027,109800,2
10027,109216,2
10027,109202,2
10027,108900,8
10027,108751,4
10027,108751,4
10027,108450,8
10027,108000,1
10027,107331,2
10027,105423,2
10027,105272,2
10027,104760,11
10027,104257,2
10027,103950,11
10027,103782,4
10027,103500,8
10027,103151,2
10027,102809,2
10027,102670,1
10027,102667,2
10027,102504,2
10027,102268,1
10027,101845,2
10027,101795,4
10027,101700,8
10027,101649,2
10027,101376,1
10027,101088,4
10027,100800,8
10027,100466,4
10027,100350,8
10027,100296,4
10027,100281,1
10027,100263,2
10027,99900,9
10027,99000,8
10027,99000,8
10027,99000,10
10027,98865,2
10027,98865,2
10027,98865,2
10027,98865,2
10027,98605,1
10027,98230,2
10027,98016,2
10027,97753,2
10027,97650,8
10027,97294,2
10027,97138,1
10027,97110,4
10027,96899,1
10027,96300,11
10027,96163,4
10027,96096,2
10027,95850,9
10027,95850,9
10027,95850,2
10027,95800,2
10027,95704,4
10027,94967,2
10027,94490,2
10027,94050,8
10027,93828,2
10027,93797,2
10027,93733,1
10027,93541,1
10027,92898,2
10027,92612,2
10027,92251,2
10027,91858,2
10027,91378,2
10027,91061,2
10027,91011,2
10027,90720,1
10027,89839,2
10027,89807,2
10027,89274,2
10027,89150,2
10027,89044,2
10027,88780,2
10027,88650,11
10027,88615,4
10027,88200,2
10027,87753,1
10027,87750,8
10027,87750,2
10027,87750,2
10027,87750,8
10027,87640,2
10027,87205,2
10027,87075,5
10027,86742,1
10027,86534,4
10027,86483,2
10027,86483,2
10027,86400,2
10027,86280,1
10027,86028,2
10027,86022,4
10027,85950,8
10027,85881,4
10027,85823,4
10027,85752,2
10027,85293,2
10027,85272,2
10027,85108,2
10027,85032,2
10027,84874,2
10027,84805,2
10027,84600,8
10027,84418,4
10027,84384,1
10027,84251,1
10027,84178,2
10027,84150,2
10027,84034,2
10027,84034,2
10027,83765,2
10027,83675,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83402,2
10027,83251,2
10027,83250,11
10027,83046,4
10027,82921,2
10027,82578,2
10027,82358,1
10027,82350,8
10027,82296,4
10027,82196,2
10027,82168,2
10027,81578,2
10027,81544,2
10027,81450,11
10027,81344,1
10027,81288,2
10027,81197,1
10027,81044,1
10027,81000,8
10027,80956,2
10027,80900,2
10027,80899,1
10027,80796,2
10027,80796,4
10027,80718,2
10027,80718,2
10027,80550,10
10027,80393,1
10027,80100,9
10027,80100,9
10027,79927,2
10027,79927,2
10027,79796,2
10027,79650,10
10027,79329,2
10027,79254,2
10027,79202,2
10027,79200,8
10027,79200,8
10027,79200,8
10027,79200,1
10027,79200,10
10027,79194,2
10027,79092,2
10027,79092,4
10027,79092,2
10027,78508,2
10027,78457,2
10027,78432,2
10027,78412,2
10027,78357,2
10027,78192,2
10027,78192,2
10027,78192,4
10027,78192,2
10027,78063,2
10027,78035,1
10027,77758,2
10027,77734,2
10027,77719,2
10027,77590,2
10027,77400,8
10027,77257,2
10027,77164,2
10027,77014,2
10027,76988,2
10027,76824,2
10027,76748,2
10027,76690,2
10027,76463,1
10027,76421,2
10027,76391,2
10027,76318,2
10027,76092,1
10027,75928,1
10027,75492,2
10027,75172,2
10027,75150,11
10027,75128,4
10027,74952,2
10027,74952,2
10027,74952,2
10027,74952,4
10027,74952,2
10027,74948,2
10027,74812,2
10027,74740,2
10027,74480,2
10027,74250,8
10027,74198,2
10027,74148,2
10027,73800,8
10027,73799,2
10027,73747,1
10027,73713,1
10027,73350,8
10027,73350,8
10027,73094,4
10027,73008,2
10027,72976,2
10027,72976,2
10027,72976,2
10027,72871,1
10027,72808,1
10027,72808,1
10027,72666,1
10027,72521,2
10027,72504,2
10027,72373,2
10027,72156,2
10027,72000,1
10027,71550,8
10027,71031,1
10027,70983,2
10027,70921,2
10027,70770,2
10027,70696,2
10027,70626,1
10027,70036,2
10027,70035,2
10027,69750,5
10027,69717,2
10027,69480,2
10027,69458,2
10027,69231,2
10027,69213,2
10027,69205,4
10027,69205,2
10027,69205,2
10027,69205,2
10027,69186,4
10027,69030,4
10027,68998,2
10027,68980,2
10027,68764,2
10027,68686,2
10027,68532,2
10027,68494,2
10027,68112,2
10027,67968,2
10027,67765,4
10027,67765,4
10027,67611,2
10027,67532,2
10027,67416,2
10027,67232,2
10027,67136,1
10027,67104,2
10027,66970,2
10027,66881,2
10027,66880,2
10027,66855,2
10027,66625,1
10027,66457,2
10027,66398,1
10027,66240,2
10027,66193,2
10027,66100,1
10027,65886,1
10027,65731,1
10027,65678,4
10027,65448,11
10027,65415,2
10027,65406,2
10027,65298,1
10027,65157,2
10027,65085,1
10027,64862,4
10027,64800,8
10027,64800,8
10027,64527,2
10027,64476,11
10027,64413,1
10027,64350,2
10027,64350,1
10027,64261,2
10027,64261,2
10027,64045,2
10027,64028,1
10027,63879,1
10027,63450,10
10027,63152,2
10027,63152,2
10027,63152,2
10027,62969,1
10027,62813,2
10027,62550,2
10027,62550,4
10027,62550,4
10027,62550,2
10027,62424,2
10027,62262,2
10027,62238,1
10027,62169,2
10027,62034,2
10027,61951,2
10027,61769,1
10027,61699,2
10027,61669,2
10027,61621,2
10027,61522,2
10027,61200,8
10027,61200,2
10027,61117,1
10027,61098,1
10027,61056,2
10027,61056,2
10027,61056,2
10027,61056,2
10027,61056,2
10027,61056,2
10027,61056,2
10027,61056,2
10027,60916,1
10027,60750,8
10027,60368,1
10027,60264,11
10027,60169,1
10027,60157,2
10027,60146,1
10027,60137,2
10027,60103,2
10027,60063,1
10027,60018,2
10027,59988,2
10027,59976,2
10027,59976,2
10027,59961,2
10027,59961,2
10027,59944,2
10027,59940,11
10027,59850,10
10027,59850,10
10027,59702,1
10027,59688,1
10027,59319,2
10027,59312,2
10027,59299,2
10027,59168,1
10027,59083,4
10027,59049,2
10027,59049,1
10027,58842,2
10027,58632,1
10027,58276,2
10027,58245,2
10027,58245,1
10027,58176,2
10027,57920,4
10027,57920,2
10027,57920,2
10027,57888,2
10027,57660,1
10027,57656,2
10027,57600,1
10027,57499,2
10027,57369,1
10027,57341,2
10027,57274,2
10027,57269,1
10027,57167,4
10027,57163,2
10027,56954,2
10027,56896,2
10027,56660,2
10027,56109,2
10027,56072,2
10027,55983,2
10027,55935,4
10027,55896,2
10027,55819,2
10027,55800,6
10027,55518,1
10027,55386,1
10027,55350,8
10027,55334,2
10027,55238,1
10027,55183,1
10027,55152,1
10027,54950,1
10027,54648,2
10027,54536,1
10027,54375,4
10027,54375,2
10027,54375,4
10027,54131,4
10027,54022,1
10027,53991,2
10027,53856,2
10027,53696,2
10027,53586,2
10027,53472,2
10027,53463,2
10027,53424,2
10027,53386,2
10027,53283,2
10027,53137,2
10027,53136,1
10027,53108,2
10027,53100,8
10027,53094,2
10027,53094,2
10027,53041,2
10027,52711,1
10027,52662,2
10027,52566,2
10027,52565,4
10027,52479,1
10027,52454,1
10027,52351,2
10027,52305,2
10027,52159,2
10027,52127,2
10027,51902,2
10027,51840,1
10027,51768,2
10027,51696,2
10027,51694,1
10027,51669,1
10027,51538,2
10027,51531,2
10027,51409,2
10027,51174,1
10027,51060,1
10027,50952,1
10027,50906,2
10027,50850,8
10027,50850,8
10027,50850,8
10027,50850,8
10027,50832,1
10027,50798,2
10027,50788,2
10027,50774,2
10027,50736,2
10027,50736,2
10027,50679,2
10027,50451,1
10027,50100,1
10027,49582,2
10027,49562,1
10027,49519,2
10027,49509,1
10027,49432,2
10027,49432,2
10027,49363,1
10027,49308,2
10027,49280,2
10027,49131,1
10027,48828,1
10027,48791,1
10027,48785,2
10027,48470,1
10027,48430,2
10027,48355,2
10027,48267,2
10027,48267,2
10027,48148,1
10027,48104,1
10027,48064,2
10027,48064,2
10027,48019,2
10027,48019,2
10027,47934,2
10027,47923,1
10027,47829,2
10027,47823,2
10027,47763,2
10027,47744,2
10027,47729,1
10027,47663,1
10027,47455,2
10027,47454,2
10027,47448,2
10027,47362,2
10027,47352,1
10027,47334,2
10027,47272,2
10027,47255,2
10027,47174,2
10027,47150,2
10027,47016,4
10027,46910,2
10027,46910,2
10027,46875,2
10027,46826,2
10027,46631,2
10027,46599,2
10027,46537,1
10027,46173,4
10027,46166,2
10027,46124,2
10027,46124,2
10027,46124,2
10027,46124,2
10027,46113,1
10027,46047,1
10027,46009,2
10027,45979,1
10027,45961,2
10027,45961,2
10027,45900,8
10027,45900,11
10027,45887,2
10027,45874,2
10027,45873,2
10027,45853,2
10027,45838,1
10027,45816,2
10027,45792,2
10027,45626,1
10027,45504,2
10027,45475,1
10027,45423,2
10027,45410,1
10027,45394,2
10027,45129,2
10027,44989,2
10027,44843,2
10027,44820,2
10027,44818,2
10027,44818,2
10027,44818,2
10027,44775,2
10027,44775,2
10027,44640,2
10027,44640,2
10027,44636,2
10027,44553,2
10027,44478,2
10027,44432,2
10027,44338,2
10027,44306,2
10027,44306,2
10027,44306,2
10027,44266,1
10027,44266,1
10027,44104,4
10027,43893,2
10027,43650,10
10027,43560,2
10027,43477,2
10027,43477,2
10027,43442,2
10027,43439,2
10027,43408,1
10027,43237,1
10027,43236,2
10027,43200,8
10027,43200,11
10027,43129,2
10027,42885,2
10027,42842,2
10027,42664,2
10027,42536,2
10027,42415,1
10027,42332,1
10027,42285,1
10027,42228,2
10027,42008,2
10027,42001,2
10027,41991,1
10027,41785,2
10027,41700,2
10027,41652,1
10027,41646,2
10027,41640,2
10027,41510,2
10027,41472,2
10027,41472,2
10027,41472,1
10027,41472,2
10027,41472,2
10027,41472,2
10027,41472,2
10027,41472,2
10027,41472,1
10027,41472,2
10027,41446,2
10027,41289,2
10027,41289,2
10027,41257,2
10027,41112,1
10027,41061,2
10027,41061,2
10027,41025,2
10027,40899,1
10027,40574,2
10027,40539,2
10027,40417,2
10027,40358,2
10027,40358,2
10027,40358,2
10027,40358,2
10027,40358,2
10027,40272,2
10027,40272,2
10027,40240,2
10027,40222,2
10027,40155,2
10027,39694,4
10027,39686,2
10027,39686,2
10027,39680,2
10027,39546,4
10027,39546,2
10027,39386,4
10027,39374,2
10027,39334,1
10027,39319,1
10027,39168,1
10027,39150,10
10027,39093,2
10027,39075,2
10027,38976,4
10027,38971,2
10027,38967,2
10027,38924,1
10027,38742,2
10027,38707,1
10027,38707,1
10027,38612,2
10027,38612,2
10027,38612,4
10027,38612,2
10027,38320,2
10027,38277,1
10027,38206,2
10027,38202,2
10027,38164,1
10027,38106,1
10027,38105,2
10027,37975,2
10027,37854,2
10027,37801,1
10027,37731,2
10027,37645,2
10027,37569,1
10027,37504,2
10027,37502,2
10027,37469,2
10027,37396,2
10027,37353,1
10027,37353,1
10027,37262,1
10027,37166,2
10027,37120,2
10027,37094,2
10027,37065,2
10027,37052,2
10027,36900,8
10027,36899,2
10027,36889,2
10027,36812,2
10027,36808,2
10027,36808,2
10027,36693,2
10027,36633,1
10027,36633,2
10027,36530,2
10027,36487,2
10027,36487,4
10027,36487,4
10027,36404,1
10027,36318,2
10027,36199,2
10027,36199,2
10027,36022,2
10027,35958,2
10027,35942,2
10027,35811,1
10027,35663,2
10027,35511,1
10027,35276,2
10027,35148,1
10027,35148,2
10027,35001,2
10027,34936,1
10027,34919,2
10027,34855,2
10027,34637,1
10027,34591,2
10027,34591,2
10027,34560,1
10027,34560,1
10027,34560,1
10027,34560,2
10027,34560,2
10027,34560,2
10027,34560,2
10027,34363,2
10027,34311,1
10027,34170,2
10027,33976,2
10027,33930,2
10027,33930,2
10027,33930,2
10027,33901,2
10027,33897,2
10027,33883,2
10027,33879,2
10027,33868,1
10027,33868,1
10027,33785,2
10027,33785,2
10027,33772,2
10027,33696,1
10027,33601,2
10027,33402,2
10027,33350,2
10027,33302,2
10027,33084,1
10027,33079,2
10027,32927,1
10027,32839,2
10027,32822,2
10027,32731,2
10027,32605,2
10027,32486,2
10027,32486,2
10027,32400,8
10027,32336,4
10027,32336,2
10027,32256,2
10027,32188,1
10027,32121,1
10027,32056,2
10027,31974,1
10027,31959,2
10027,31958,2
10027,31950,6
10027,31909,1
10027,31795,1
10027,31795,2
10027,31795,2
10027,31795,2
10027,31795,2
10027,31795,2
10027,31795,2
10027,31742,2
10027,31538,1
10027,31538,2
10027,31391,2
10027,31391,4
10027,31391,2
10027,31372,2
10027,31372,2
10027,31258,1
10027,31104,2
10027,31104,2
10027,31104,2
10027,31104,2
10027,31104,2
10027,31104,1
10027,31104,1
10027,30914,2
10027,30832,2
10027,30809,2
10027,30792,2
10027,30708,1
10027,30688,2
10027,30648,2
10027,30628,1
10027,30412,2
10027,30412,2
10027,30412,2
10027,30412,2
10027,30412,2
10027,30407,2
10027,30302,4
10027,30154,2
10027,30054,1
10027,29721,2
10027,29721,2
10027,29721,2
10027,29535,1
10027,29280,2
10027,29271,2
10027,29237,4
10027,29159,2
10027,29030,1
10027,29030,1
10027,28958,4
10027,28958,2
10027,28958,2
10027,28710,2
10027,28696,1
10027,28666,2
10027,28620,2
10027,28483,1
10027,28312,1
10027,28310,2
10027,28232,2
10027,28022,1
10027,28008,2
10027,27907,2
10027,27800,2
10027,27648,1
10027,27648,2
10027,27648,1
10027,27648,1
10027,27648,1
10027,27648,1
10027,27648,1
10027,27648,1
10027,27648,1
10027,27648,2
10027,27648,1
10027,27484,2
10027,27370,1
10027,27318,2
10027,27302,2
10027,26956,1
10027,26956,1
10027,26731,1
10027,26550,9
10027,26436,2
10027,26403,1
10027,26403,1
10027,26403,1
10027,26403,1
10027,26339,1
10027,26265,1
10027,26265,1
10027,26265,2
10027,26265,2
10027,26265,2
10027,26172,1
10027,26148,2
10027,26042,2
10027,25730,2
10027,25683,1
10027,25627,1
10027,25627,1
10027,25618,2
10027,25574,2
10027,25574,1
10027,25574,1
10027,25574,1
10027,25574,1
10027,25456,2
10027,25294,1
10027,25239,2
10027,25239,2
10027,25228,1
10027,25228,1
10027,24883,2
10027,24883,1
10027,24883,1
10027,24883,2
10027,24883,1
10027,24883,2
10027,24883,1
10027,24849,1
10027,24717,1
10027,24482,2
10027,24482,2
10027,24449,2
10027,24350,1
10027,24192,1
10027,24133,2
10027,24133,2
10027,24133,2
10027,24133,2
10027,24073,2
10027,23886,2
10027,23630,1
10027,23546,2
10027,23500,1
10027,23400,11
10027,23380,4
10027,23296,1
10027,23060,4
10027,23040,1
10027,23018,2
10027,22809,2
10027,22666,1
10027,22602,1
10027,22564,2
10027,22450,2
10027,22270,1
10027,22118,1
10027,22003,1
10027,22003,1
10027,21896,1
10027,21717,2
10027,21717,2
10027,21717,2
10027,21496,2
10027,21496,2
10027,21496,1
10027,21496,2
10027,21496,1
10027,21496,2
10027,21456,1
10027,21427,2
10027,21367,2
10027,21325,4
10027,21316,1
10027,21316,1
10027,21105,2
10027,21070,2
10027,20974,1
10027,20970,4
10027,20780,1
10027,20754,2
10027,20736,1
10027,20736,1
10027,20736,2
10027,20420,1
10027,20420,1
10027,20420,1
10027,20235,2
10027,20044,1
10027,19905,2
10027,19891,2
10027,19764,2
10027,19753,1
10027,19600,2
10027,19353,1
10027,19347,2
10027,19347,1
10027,19347,1
10027,19306,2
10027,19180,1
10027,19148,1
10027,19113,2
10027,18810,1
10027,18810,1
10027,18810,1
10027,18778,1
10027,18750,1
10027,18750,1
10027,18644,1
10027,18644,1
10027,18627,1
10027,18107,2
10027,17971,1
10027,17971,1
10027,17733,1
10027,17704,1
10027,17434,1
10027,17280,1
10027,17083,2
10027,17076,1
10027,17076,1
10027,16890,2
10027,16694,1
10027,16682,1
10027,16570,1
10027,16117,2
10027,15530,2
10027,15218,2
10027,15206,2
10027,14718,1
10027,14509,2
10027,14239,1
10027,14239,1
10027,13824,1
10027,12960,1
10027,12688,2
10027,12436,2
10027,12420,1
10027,12420,1
10027,12330,2
10027,12127,1
10027,12064,2
10027,12064,2
10027,12064,2
10027,11614,2
10027,11373,1
10027,10870,2
10027,10646,1
10027,10059,1
10027,10059,1
10027,9652,2
10027,9652,2
10027,8835,1
10027,8774,1
10027,8540,2
10027,8536,4
10027,5102,2
10027,900,
10027,450,11
10027,0,8
10027,0,2
10027,0,4
10027,0,4
10027,0,3
10027,0,7
10028,110183715,4
10028,72610027,4
10028,58969800,4
10028,56529450,9
10028,52376847,4
10028,51405801,4
10028,48077550,4
10028,45987300,4
10028,42988950,3
10028,40202568,4
10028,39336750,3
10028,39289499,4
10028,38685600,4
10028,38232000,3
10028,36747000,4
10028,36274960,4
10028,35977505,4
10028,35973900,4
10028,35943750,4
10028,34637400,4
10028,34438950,3
10028,34009344,4
10028,33225750,3
10028,31001850,3
10028,30782700,8
10028,30593250,8
10028,27425700,3
10028,26838900,3
10028,26589150,3
10028,26468112,4
10028,25536150,3
10028,25235550,4
10028,24934050,4
10028,24921000,3
10028,24373350,4
10028,24300900,3
10028,24052950,3
10028,23821650,3
10028,23607719,4
10028,21947850,3
10028,21766056,4
10028,21433950,3
10028,21271950,3
10028,21267450,3
10028,21153150,3
10028,21020850,3
10028,20068200,3
10028,19705502,4
10028,19660500,4
10028,19415250,3
10028,19074150,3
10028,18582750,3
10028,18521100,3
10028,18451350,3
10028,18382500,4
10028,18345150,3
10028,18222750,4
10028,17974350,4
10028,17840700,3
10028,17364150,8
10028,17199900,3
10028,17137350,3
10028,16885350,3
10028,16851600,5
10028,16849811,4
10028,16723350,3
10028,16680150,4
10028,16523550,3
10028,16514550,8
10028,16239154,4
10028,15944850,3
10028,15816596,4
10028,15727050,3
10028,15601950,3
10028,15542550,8
10028,15525000,3
10028,15250500,3
10028,14971050,3
10028,14832000,4
10028,14818500,3
10028,14449953,4
10028,14403600,5
10028,14355000,3
10028,14321700,4
10028,14222255,4
10028,14153850,3
10028,14152050,3
10028,14018853,4
10028,13711500,4
10028,13609800,3
10028,13366350,4
10028,13326301,4
10028,13306050,3
10028,13136400,3
10028,13054500,4
10028,12898800,3
10028,12843900,3
10028,12676500,3
10028,12673800,8
10028,12668400,3
10028,12264300,8
10028,12119400,3
10028,12042450,5
10028,11861100,5
10028,11711250,3
10028,11407500,3
10028,11183850,3
10028,10975950,4
10028,10938607,4
10028,10687050,3
10028,10609200,4
10028,10599750,3
10028,10377450,3
10028,10246056,3
10028,10216350,4
10028,10079550,8
10028,9964350,8
10028,9937800,3
10028,9936000,3
10028,9930600,3
10028,9918450,8
10028,9796050,3
10028,9791100,3
10028,9756450,3
10028,9660600,3
10028,9626402,3
10028,9598500,4
10028,9530100,3
10028,9484650,3
10028,9455850,8
10028,9346950,3
10028,9343350,3
10028,9238050,3
10028,9054000,3
10028,9049050,5
10028,8918100,3
10028,8860500,3
10028,8758350,4
10028,8709300,3
10028,8626050,4
10028,8418600,3
10028,8368200,3
10028,8340750,3
10028,8308800,3
10028,8214750,3
10028,8204850,3
10028,8191350,3
10028,8106300,3
10028,8097750,3
10028,7925400,4
10028,7861500,3
10028,7860600,3
10028,7788150,3
10028,7685100,3
10028,7572564,4
10028,7505100,4
10028,7446152,5
10028,7371000,3
10028,7311150,3
10028,7263900,3
10028,7262100,4
10028,7249050,3
10028,7164000,4
10028,7139250,8
10028,6926853,4
10028,6922350,3
10028,6756300,5
10028,6719850,5
10028,6631200,3
10028,6617700,8
10028,6526800,3
10028,6525900,4
10028,6430500,3
10028,6394048,4
10028,6230250,4
10028,6089850,3
10028,6049350,4
10028,6025500,3
10028,5935050,4
10028,5911200,2
10028,5867100,8
10028,5814900,4
10028,5751764,4
10028,5749200,3
10028,5735700,5
10028,5637600,4
10028,5613750,3
10028,5523300,4
10028,5517450,5
10028,5505300,4
10028,5458950,5
10028,5435100,3
10028,5380650,3
10028,5291612,4
10028,5282550,5
10028,5272200,3
10028,5259600,4
10028,5194353,4
10028,5179950,3
10028,5127750,3
10028,5103450,3
10028,5047200,4
10028,5046300,3
10028,4943700,3
10028,4901850,3
10028,4782600,3
10028,4735800,8
10028,4685850,4
10028,4678650,2
10028,4656600,4
10028,4656600,2
10028,4653900,3
10028,4635900,3
10028,4630950,3
10028,4628700,3
10028,4581450,4
10028,4528800,3
10028,4459500,3
10028,4437900,4
10028,4394250,3
10028,4388850,3
10028,4353302,3
10028,4323600,3
10028,4310550,3
10028,4263750,3
10028,4248900,3
10028,4246650,4
10028,4245300,3
10028,4204350,3
10028,4194450,4
10028,4112100,2
10028,4106700,2
10028,4057650,3
10028,3943350,3
10028,3943350,8
10028,3876300,4
10028,3867750,3
10028,3845250,3
10028,3843450,3
10028,3843450,3
10028,3821850,3
10028,3817350,4
10028,3815550,3
10028,3812400,3
10028,3772800,4
10028,3772643,2
10028,3718350,3
10028,3705300,4
10028,3668400,8
10028,3637800,3
10028,3507300,3
10028,3500550,6
10028,3462750,3
10028,3460050,3
10028,3455137,2
10028,3449248,3
10028,3335400,3
10028,3276000,8
10028,3249450,3
10028,3230100,8
10028,3209400,3
10028,3204900,5
10028,3128850,3
10028,3105900,2
10028,3105000,4
10028,3034350,3
10028,2976300,4
10028,2974950,4
10028,2969550,8
10028,2918250,3
10028,2903850,3
10028,2888100,3
10028,2880450,3
10028,2873700,3
10028,2870550,3
10028,2855700,5
10028,2799900,4
10028,2770650,3
10028,2758500,3
10028,2756700,5
10028,2748600,4
10028,2724300,8
10028,2707650,8
10028,2707650,8
10028,2705400,10
10028,2684250,4
10028,2682000,4
10028,2661300,3
